,ID89,name89,region,okrug,oblast_center,CityStatus,RaionCenter,Gubernia,Latitude,Longitude,lat2,long2,latlong,pop1926,pop1939,pop1959,pop1970,pop1979,pop1989,pop2002,pop2010,mp1926,mp1939,mp1959,mp1970,mp1979,mp1989,mp2002,mp2010,spop1926,spop1939,spop1959,spop1970,spop1979,spop1989,spop2002,spop2010,smp1926,smp1939,smp1959,smp1970,smp1979,smp1989,smp2002,smp2010,URAL,YUZHNY,DALNEV,PRIVOL,SEVER_ZAPAD,SIBIRSKII,TSENTRALNY,HBR,LBR
40,137,Puteets,Komi ASSR,Severno-Zapadny,0,0,0,1.0,65.17,57.1,4247.1289,3260.41,3721.2070000000003,0,0,0,0,0,1485,1286,1115,10663.96176,23706.5426,42155.41807,54679.71875,66096.16595,87673.00884,82890.85215,78300.54813,0.0,0.0,0.0,0.0,0.0,53.336292799999995,51.25546058,49.23281146,86.01867402,101.4755301,113.40372479999999,119.01169509999998,123.1848269,129.5355686,128.2619668,126.97480759999999,0,0,0,0,1,0,0,0,0
43,144,Voivozh,Komi ASSR,Severno-Zapadny,0,0,0,7.0,62.9,54.96,3956.41,3020.6016,3456.9840000000004,0,0,0,0,0,5517,3920,3389,12660.42595,28226.61976,45231.35387,58536.341570000004,69419.04228,92006.90996,89773.82677999999,82981.62948999999,0.0,0.0,0.0,0.0,0.0,74.22838266,68.45654307,66.06910111,89.231381,105.0219298,114.9086621,120.503378,124.27604209999998,130.6361896,130.075137,128.28676000000002,0,0,0,0,1,0,0,0,0
48,158,Blagoevo,Komi ASSR,Severno-Zapadny,0,0,0,7.0,63.42,47.97,4022.0964,2301.1209,3042.2574,0,0,0,0,0,4695,2640,2221,13858.979640000001,30441.451589999997,46619.82181,60352.54695,71440.66561,93893.37073,91685.47154,84560.32229,0.0,0.0,0.0,0.0,0.0,71.47440041,62.07130108,59.37801012,90.94843042,106.5759013,115.5577935,121.17514879999999,124.9168912,131.100555,130.5562002,128.71402659999998,0,0,0,0,1,0,0,0,0
50,161,Koslan,Komi ASSR,Severno-Zapadny,0,0,1,7.0,63.46,48.89,4027.1716,2390.2321,3102.5594,0,0,0,0,0,3812,2679,NA,13597.7964,29909.24675,46116.96975,59712.738710000005,70714.19849,93799.62916,91227.5829,84220.88407,0.0,0.0,0.0,0.0,0.0,67.9950196,62.30258839,NA,90.58590953,106.21204820000001,115.3247522,120.9406217,124.688526,131.0776817,130.4418124,128.62277659999998,0,0,0,0,1,0,0,0,0
51,165,Parma,Komi ASSR,Severno-Zapadny,0,0,0,1.0,65.94,57.46,4348.0836,3301.6516,3788.9124,0,0,0,0,0,8791,1387,1211,10190.48173,22629.02697,36404.063330000004,47081.5124,57957.55436,79370.11203999999,76996.49709,71753.89863,0.0,0.0,0.0,0.0,0.0,82.47334709999998,52.34375515,50.3986654,85.17830615,100.5405032,110.30115520000001,115.7697601,120.2853149,127.2807521,126.59659450000001,125.0147044,0,0,0,0,1,0,0,0,0
54,169,Aikino,Komi ASSR,Severno-Zapadny,0,0,1,1.0,62.22,49.99,3871.3284,2499.0001,3110.3778,0,0,0,0,0,3895,3532,NA,14617.861330000002,32290.838939999998,51283.4489,66477.20217,78831.21516,103926.2019,101654.8059,93957.45608999999,0.0,0.0,0.0,0.0,0.0,68.35071228,66.74268378,NA,91.96808924,107.7971129,117.6167004,123.3124597,127.12707560000001,133.4356813,132.92563700000002,131.11618,0,0,0,0,1,0,0,0,0
65,197,Solginskii,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,7.0,61.05,41.35,3727.1025,1709.8225,2524.4175,0,0,0,0,0,2583,1873,NA,19554.90856,42068.544669999996,61376.71121,78936.30127000001,93001.23966,120032.3857,118070.8021,108754.9423,0.0,0.0,0.0,0.0,0.0,61.72784163,56.78069639,NA,97.6337976,113.35979259999999,121.5459007,127.1571179,130.8820223,136.7851148,136.3999693,134.4869855,0,0,0,0,1,0,0,0,0
66,200,Dvinskoi,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,7.0,62.16,45.12,3863.8656,2035.8144,2804.6592,0,0,0,0,0,3263,2958,NA,16202.81435,35298.87365,53006.574689999994,68531.83982000001,80947.20836,105738.6663,103609.2299,95183.5072,0.0,0.0,0.0,0.0,0.0,65.45460932,63.87635807,NA,93.95309034,109.6545392,118.3346094,123.9894216,127.7250883,133.83541929999998,133.36511979999997,131.4132529,0,0,0,0,1,0,0,0,0
67,201,Verkhniaia Toima,Arkhangel'skaia oblast',Severno-Zapadny,0,0,1,7.0,62.25,45.02,3875.0625,2026.8004,2802.495,0,0,0,0,0,4430,3940,NA,16102.082709999999,35088.048819999996,52641.9878,68054.4655,80388.81015,104892.6646,102777.8428,94516.80812,0.0,0.0,0.0,0.0,0.0,70.49541648,68.54078133,NA,93.83223251,109.52911540000001,118.18449679999999,123.83380009999999,127.56867290000001,133.6496195,133.17910279999998,131.2521475,0,0,0,0,1,0,0,0,0
68,204,Il'insko-Podomskoe,Arkhangel'skaia oblast',Severno-Zapadny,0,0,1,7.0,61.12,47.98,3735.6544,2302.0804,2932.5376,0,0,0,0,0,3365,2973,NA,16736.63289,36663.7661,56598.099,73514.32051,86897.47567,113717.1387,111507.4071,102708.2817,0.0,0.0,0.0,0.0,0.0,65.95361725,63.95723631,NA,94.58253342,110.4505203,119.76524109999998,125.5573027,129.3333983,135.5238099,135.0673114,133.1634767,0,0,0,0,1,0,0,0,0
72,213,Voloshka,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,7.0,61.33,40.1,3761.3689,1608.01,2459.333,0,0,0,0,0,2448,1624,NA,19428.453380000003,41848.45977,60426.044420000006,77566.592,91326.0351,117695.6788,115611.8017,106805.5411,0.0,0.0,0.0,0.0,0.0,60.887224800000006,54.65123737,NA,97.50563056,113.2481259,121.201945,126.7626513,130.46645149999998,136.32565019999998,135.9088083,134.0678009,0,0,0,0,1,0,0,0,0
74,215,Podiuga,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,7.0,61.09,40.86,3731.9881,1669.5396,2496.1374,0,0,0,0,0,3569,3095,NA,19635.40874,42237.06248,61333.82423,78832.6392,92875.02629,119921.719,117887.7968,108724.9169,0.0,0.0,0.0,0.0,0.0,66.91306624,64.60210045,NA,97.71500003,113.4449379,121.5304887,127.12748300000001,130.8509513,136.76353980000002,136.3637395,134.4805813,0,0,0,0,1,0,0,0,0
75,217,Sol'vychegodsk,Arkhangel'skaia oblast',Severno-Zapadny,0,1,0,7.0,61.33,46.92,3761.3689,2201.4864,2877.6036,2129,3000,3500,3900,4100,4004,2843,2460,17127.36213,37850.34804,59287.85517,78385.03876,92560.85171,120456.5764,117800.7466,108583.8778,58.72781704,64.10192163,66.59405807,68.37192611,69.20147267,68.80784024,63.24408711,60.96356208,95.03193792,111.12101809999999,120.78361159999999,126.9991139,130.7734405,136.8676447,136.346488,134.450477,0,0,0,0,1,0,0,0,0
76,218,Privodino,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,7.0,61.07,46.49,3729.5449,2161.3201,2839.1443,0,0,0,0,0,3154,3264,3161,17871.96023,39057.36419,59650.110889999996,77300.60191,91029.87978999999,118675.7358,116165.6908,106929.1263,0.0,0.0,0.0,0.0,0.0,64.90601226,65.45956753,64.94173848,95.86345181,111.783819,120.91754240000002,126.6853128,130.3922611,136.5193646,136.02026980000002,134.0945825,0,0,0,0,1,0,0,0,0
77,219,Udimskii,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,7.0,61.14,46.92,3738.0996,2201.4864,2868.6888,0,0,0,0,0,3473,2697,NA,17521.59022,38496.20269,59524.13012,77729.18763,91625.24373999999,119466.3403,116866.5435,107750.9262,0.0,0.0,0.0,0.0,0.0,66.46772476,62.40834612,NA,95.47613694,111.47801319999999,120.8710496,126.80980819999999,130.5411842,136.67456940000002,136.1606113,134.27195469999998,0,0,0,0,1,0,0,0,0
78,220,Kharitonovo,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,7.0,61.41,47.5,3771.1881,2256.25,2916.975,0,0,0,0,0,2152,1457,NA,16585.04557,36322.869380000004,56185.31555,73477.86409,86894.76257,113352.5848,111091.7926,102281.4179,0.0,0.0,0.0,0.0,0.0,58.89262306,53.05861987,NA,94.40564424,110.2542595,119.6050793,125.5461866,129.3326881,135.44906,134.98052869999998,133.06737479999998,0,0,0,0,1,0,0,0,0
79,221,Cheremushskii,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,7.0,61.27,47.27,3754.0129,2234.4529,2896.2329,0,0,0,0,0,1667,1136,NA,17001.99564,37242.63534,58316.771570000004,77453.99569,91724.09446000001,118761.1424,116418.2412,107158.2663,0.0,0.0,0.0,0.0,0.0,55.03830979,49.49500426,NA,94.88875659,110.78003490000002,120.4208848,126.7299426,130.565825,136.5361764,136.0709305,134.1441635,0,0,0,0,1,0,0,0,0
80,222,Shipitsyno,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,7.0,61.28,46.53,3755.2384,2165.0409,2851.3584,0,0,0,0,0,4795,3930,3452,17665.40277,39155.10344,60850.30266,79473.69377,93424.94962999999,121957.3275,118962.7394,109859.3295,0.0,0.0,0.0,0.0,0.0,71.83120144,68.49870931,66.36886838,95.63594773,111.836675,121.35604709999998,127.3101814,130.9860499,137.1575104,136.5758157,134.72142769999996,0,0,0,0,1,0,0,0,0
85,234,Mezen',Arkhangel'skaia oblast',Severno-Zapadny,0,1,1,1.0,65.83,44.26,4333.5889,1958.9476,2913.6358,2947,3900,4100,4200,4800,4968,3863,3599,12240.521859999999,27069.75558,40531.96871,52484.05512,62135.48139,81539.10244,79203.54031,73128.72602,63.81681899,68.37192611,69.20147267,69.602976,71.84886867,72.43325065,68.21437411,67.05007975,88.59529162,104.1659541,112.5688384,118.1191774,121.8169686,127.8898162,127.23335290000001,125.4394744,0,0,0,0,1,0,0,0,0
86,235,Kamenka,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,1.0,65.89,44.11,4341.4921,1945.6921,2906.4079,0,0,0,0,0,5083,3387,2582,12512.30635,27404.01589,40829.96366,52754.31276,62437.84935,81249.79592,78973.07841,72984.48726000001,0.0,0.0,0.0,0.0,0.0,72.82330038,66.0595049,61.72175721,89.00918545,104.4166151,112.7243305,118.23084509999998,121.92415030000001,127.80943700000002,127.16762320000001,125.39525309999999,0,0,0,0,1,0,0,0,0
88,238,Shalakusha,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,27.0,62.22,40.27,3871.3284,1621.6729,2505.5994,0,0,0,0,0,3343,2790,NA,17606.47281,38102.2596,55215.16359,71027.9833,83756.59349,108791.3104,106380.0968,98407.10927,0.0,0.0,0.0,0.0,0.0,65.84712082,62.94513285,NA,95.57060393,111.26091299999999,119.22440590000001,124.78742520000002,128.4974183,134.49474030000002,133.97538799999998,132.1779814,0,0,0,0,1,0,0,0,0
89,241,Maloshuika,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,1.0,63.71,43.76,4058.9641,1914.9376,2787.9496,0,0,0,0,0,3972,3164,2886,14625.99869,32167.889389999997,47763.85787,61822.57818,73100.36038,95068.05486,92740.74579,85577.19511,0.0,0.0,0.0,0.0,0.0,68.67478377,64.95702851,63.48307586,91.97876355,107.7179121,116.0796044,121.7055518,125.43078429999998,131.38542809999998,130.81785190000002,128.98540390000002,0,0,0,0,1,0,0,0,0
90,244,Pinega,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,1.0,64.7,44.4,4186.09,1971.36,2872.68,1371,0,0,0,0,4401,3763,NA,13390.99843,29599.19992,44169.33089,57207.120429999995,67692.03935,88179.42562000001,85875.35308,79298.85885,52.17600047,0.0,0.0,0.0,0.0,70.38517115,67.7818245,NA,90.29442749,105.997374,114.3998372,119.9996166,123.7149862,129.6667056,129.0644171,127.26048759999999,0,0,0,0,1,0,0,0,0
93,249,Emtsa,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,1.0,63.07,40.34,3977.8249,1627.3156,2544.2438,710,0,0,0,0,2266,1498,1067,16272.853130000001,35541.41237,51608.61381,66624.18964,78692.65973,102064.9159,99488.18518,92082.17262,43.10270413,0.0,0.0,0.0,0.0,59.68754437,53.46367928,48.61723794,94.03672634,109.7979949,117.7538341,123.36151709999999,127.08740929999999,133.0184925,132.42932679999998,130.6548817,0,0,0,0,1,0,0,0,0
94,250,Obozerskii,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,1.0,63.46,40.32,4027.1716,1625.7024,2558.7072,517,0,0,0,0,5837,3725,3619,15828.12924,34916.96646,50679.0228,65598.17745,77531.3831,100145.9803,97383.15466,90175.53022999999,39.03803976,0.0,0.0,0.0,0.0,75.20310262,67.61480379,67.14086615,93.50008054,109.4268331,117.3596815,123.0170065,126.75242790000001,132.5810436,131.9375808,130.1769957,0,0,0,0,1,0,0,0,0
95,251,Oksovskii,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,1.0,62.6,39.93,3918.76,1594.4049,2499.618,0,0,0,0,0,2887,2207,2051,17078.41235,36953.39708,53481.08095,68868.86615,81278.62303999999,107010.1009,104354.9559,96567.46474,0.0,0.0,0.0,0.0,0.0,63.48859659,59.28059723,58.15713823,94.97614455,110.61597330000001,118.5285815,124.0986973,127.81745790000001,134.1121147,133.5308145,131.7444188,0,0,0,0,1,0,0,0,0
96,252,Puksoozero,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,1.0,62.58,40.61,3916.2564,1649.1721,2541.3738,0,0,0,0,0,4255,2169,1210,16952.540080000002,36706.23778,53355.47449,68751.51631,81143.86225,105797.8046,103319.8241,95546.20011,0.0,0.0,0.0,0.0,0.0,69.82022991,59.01345449,50.38693671,94.83201257,110.47485619999999,118.4773878,124.0607037,127.77993980000001,133.8483565,133.3005225,131.5004642,0,0,0,0,1,0,0,0,0
98,254,Samoded,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,1.0,63.62,40.52,4047.5044,1641.8704,2577.8824,0,0,0,0,0,3072,2004,1518,15686.925330000002,34766.09201,50469.74085,65441.578120000006,77371.78331,99943.89932000001,96991.46855,89859.13098999999,0.0,0.0,0.0,0.0,0.0,64.48225056,57.80409544,53.65780726,93.32686126,109.3362554,117.2700402,122.9639934,126.706033,132.5345318,131.8450114,130.0968021,0,0,0,0,1,0,0,0,0
100,257,Uemskii,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,1.0,64.48,40.86,4157.6704,1669.5396,2634.6528,0,0,0,0,0,4211,3735,NA,18386.3159,46356.02912,64242.09447999999,86134.24175,102037.6123,125657.2952,118093.675,110927.4822,0.0,0.0,0.0,0.0,0.0,69.6466263,67.65890121,NA,96.41986941,115.43582749999999,122.55406509999999,129.1328211,133.0123212,137.85844509999998,136.4044938,134.9461379,0,0,0,0,1,0,0,0,0
102,263,Ileza,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,7.0,61.04,43.88,3725.8816,1925.4544,2678.4352,0,0,0,0,0,2171,1487,NA,18465.61721,39937.66338,59325.404420000006,76506.40503,90218.11894,117174.0638,115187.6583,105765.1053,0.0,0.0,0.0,0.0,0.0,59.02761575,53.35595321,NA,96.50440882,112.25561640000001,120.7975285,126.4529429,130.1877705,136.2219475,135.82312549999997,133.841204,0,0,0,0,1,0,0,0,0
103,264,Kizema,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,7.0,61.12,44.82,3735.6544,2008.8324,2739.3984,0,0,0,0,0,5181,3788,NA,18004.644080000002,39031.228839999996,58422.03102,75410.90103,88939.76132,115673.3092,113600.0857,104394.2643,0.0,0.0,0.0,0.0,0.0,73.14959015,67.89090029,NA,96.00834877,111.76966509999998,120.4604663,126.1287824,129.8623108,135.9212098,135.49983269999998,133.5395185,0,0,0,0,1,0,0,0,0
104,265,Loiga,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,7.0,61.08,44.61,3730.7664,1990.0521,2724.7788,0,0,0,0,0,2274,1682,NA,18135.08858,39291.75707,58705.33695,75758.47891,89347.21577000001,116406.2035,114285.8962,104840.5181,0.0,0.0,0.0,0.0,0.0,59.74201162,55.17130428,NA,96.14986856,111.91037539999999,120.56667890000001,126.23209299999999,129.96650630000002,136.06851809999998,135.6399944,133.6381223,0,0,0,0,1,0,0,0,0
105,267,Lukovetskii,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,1.0,64.3,41.92,4134.49,1757.2864,2695.4559999999997,0,0,0,0,0,3002,2808,NA,14895.043940000001,33561.9985,48851.85894,63633.69481,75278.27483,97091.20935,93881.78811000001,86803.67094,0.0,0.0,0.0,0.0,0.0,64.11259367,63.04721696,NA,92.32872640000001,108.60036129999999,116.5654425,122.34347350000002,126.08924750000001,131.8686161,131.09772990000002,129.30883329999997,0,0,0,0,1,0,0,0,0
109,276,Amderma,Nenetskii avtonomnyi okrug,Severno-Zapadny,0,0,0,1.0,69.76,61.68,4866.4576,3804.4224,4302.7968,0,0,0,0,0,5495,650,NA,8090.8260230000005,18011.003119999998,28554.405189999998,36884.02707,43797.97125,58506.66146,56860.3998,52406.753710000005,0.0,0.0,0.0,0.0,0.0,74.15954893,41.95117099,NA,80.97275226,96.01526903,105.25870479999999,110.57645249999999,114.2192956,120.4922436,119.86646440000001,118.0871412,0,0,0,0,1,0,0,1,0
118,297,Lipin Bor,Vologodskaia oblast',Severno-Zapadny,0,0,1,26.0,60.26,37.98,3631.2676,1442.4804,2288.6748,0,0,0,0,0,4083,3845,NA,23069.41314,48913.45818,69137.70987,88590.92709,104427.2495,132639.1362,130934.3225,121374.7806,0.0,0.0,0.0,0.0,0.0,69.13236182,68.13724706,NA,100.9273985,116.5926545,124.18551740000001,129.7727593,133.54682,139.13116530000002,138.8261544,137.04538259999998,0,0,0,0,1,0,0,0,0
125,313,Khokhlovo,Vologodskaia oblast',Severno-Zapadny,0,0,0,26.0,59.14,37.4,3497.5396,1398.76,2211.8360000000002,0,0,0,0,0,2807,2527,2509,27161.832860000002,57289.892060000006,81546.57939,105728.01,125336.1797,159132.0827,157983.8043,146220.666,0.0,0.0,0.0,0.0,0.0,63.04156065,61.38390469,61.27194087,104.23528,120.0312953,127.89189009999998,133.8330875,137.79836530000003,143.460263,143.2868325,141.4404085,0,0,0,0,1,0,0,0,0
128,319,Shuiskoe,Vologodskaia oblast',Severno-Zapadny,0,0,1,7.0,59.38,41.04,3525.9844,1684.2816,2436.9552,0,0,0,0,0,2531,2436,NA,24934.27781,53364.97342,77018.27256,98784.52494,116210.8328,147598.924,146048.9203,134889.7979,0.0,0.0,0.0,0.0,0.0,61.40869102,60.81056057,NA,102.4953508,118.4812631,126.6029578,132.26601399999998,136.0293325,141.6636479,141.4124555,139.52838569999997,0,0,0,0,1,0,0,0,0
132,329,Siamzha,Vologodskaia oblast',Severno-Zapadny,0,0,1,7.0,60.02,41.06,3602.4004,1685.9236,2464.4212,0,0,0,0,0,3928,3932,NA,22425.81146,48116.597969999995,69688.35377999999,89504.69947,105352.758,134607.0652,132913.2061,122665.3986,0.0,0.0,0.0,0.0,0.0,68.49028361,68.50713124,NA,100.3596803,116.23820790000002,124.3623866,130.0066624,133.7508348,139.4788207,139.1798644,137.29314119999998,0,0,0,0,1,0,0,0,0
139,345,Sazonovo,Vologodskaia oblast',Severno-Zapadny,0,0,0,26.0,59.08,35.24,3490.4464,1241.8576,2081.9792,0,0,0,0,0,4377,3578,3226,27044.6815,56916.295710000006,78356.80764,99699.97303,117354.2625,148815.805,147126.4038,136690.5003,0.0,0.0,0.0,0.0,0.0,70.29344868,66.95427611,65.27021286,104.1470387,119.8879801,126.990995,132.47827420000002,136.2578206,141.85916730000002,141.58732869999997,139.8418478,0,0,0,0,1,0,0,0,0
142,350,Chebsara,Vologodskaia oblast',Severno-Zapadny,0,0,0,26.0,59.2,38.84,3504.64,1508.5456,2299.328,676,0,0,0,0,2732,1776,1440,27073.36124,57363.52428,82091.29525,105990.7482,125399.8991,158354.574,157263.4176,145890.7501,42.4607722,0.0,0.0,0.0,0.0,62.61223325,55.98210359,52.88777838,104.1686728,120.05944109999999,128.04251509999997,133.8905193,137.81029819999998,143.34295769999997,143.177438,141.3866854,0,0,0,0,1,0,0,0,0
153,384,Verkhnetulomskii,Murmanskaia oblast',Severno-Zapadny,0,0,0,1.0,68.61,31.83,4707.3321,1013.1489,2183.8563,0,0,0,0,0,2797,2003,1581,10035.22526,23898.539409999998,36439.35165,47440.816210000005,56323.3226,74000.68726,69553.26162,64295.564000000006,0.0,0.0,0.0,0.0,0.0,62.98490044,57.79650607,54.25519875,84.89515544,101.6381066,110.32150729999998,115.9334193,119.65874529999999,125.70512430000001,124.3191125,122.5724862,0,0,0,0,1,0,0,0,0
154,385,Kil'dinstroi,Murmanskaia oblast',Severno-Zapadny,0,0,0,1.0,68.8,33.12,4733.44,1096.9344,2278.656,0,0,0,0,0,3731,2861,2063,10438.97909,29817.56865,48208.015210000005,63302.71122999999,75597.60702000001,100557.2654,89482.07801,82433.9997,0.0,0.0,0.0,0.0,0.0,67.6412747,63.34451092,58.24614966,85.62359918,106.148781,116.27913999999998,122.22813629999999,126.1843309,132.6754425,130.0008982,128.13681359999998,0,0,0,0,1,0,0,0,0
157,388,Tumannyi,Murmanskaia oblast',Severno-Zapadny,0,0,0,1.0,68.87,35.69,4743.0769,1273.7761,2457.9703,0,0,0,0,0,1918,950,685,9975.972520000001,23007.27365,34895.59571,45286.890510000005,53702.14659,70472.74508,67145.35023,62063.57904,0.0,0.0,0.0,0.0,0.0,57.13905935,47.01107095,42.63331037,84.78606204,100.8732118,109.4140247,114.93497109999998,118.6184172,124.61215190000001,123.5346656,121.7914112,0,0,0,0,1,0,0,0,0
